name,price,series,authors,genres,formats,producer,description
"Манга Лунный мальчик, том 2",310,Лунный мальчик,Ён Ю Ли,"школа,фантастика,реинкарнация","мягкий переплет, 192 страницы",Фабрика Комиксов,
"Манга Попалась, рыбка, том 2",310,Попалась рыбка!,Ranma Nekokichi,,"мягкий переплет, 196 страниц",Фабрика Комиксов,Капитан школьной команды по плаванию влюбляется в своего преданного поклонника.
"Манга Невеста речного бога, том 10",450,Невеста речного бога,Юн Мигён,"драма,фэнтези,романтика,сёдзё","мягкий переплёт, 186 страниц, суперобложка, цветные иллюстрации",Истари комикс,"Пирём, участвовавший в нападении мятежников на императорский дворец, сбежал, забрав Соа с собой. Сованмо ради спасения сына отправляется к Императору и предлагает тому жизнь Синнона в обмен на свободу Муи, однако тот не может покинуть дворец из-за Накпин. А в это время Соа, попавшая на Луну, пытается встретиться с Муи, но внезапно оказывается в прошлом..."
"Манга Дневник демона, том 6",310,Дневник демона,"Ли Джи Хён,Ли Юнхи","фэнтези,комедия","мягкая обложка, 192 страницы",Фабрика Комиксов,"Боги и демоны ведут бесконечную войну друг с другом, избрав для поля боя царство смертных. Как это часто бывает со всеми долгими войнами, никто из противников уже не помнит причины конфликта и бросается в бой, движимый лишь слепой яростью. Единственной надеждой гибнущего мира является пророчество, согласно которому в один из дней явится избранный и восстановит былое согласие между нынешними врагами. Избранником судьбы становится юный Рэнеф (Raenef) — но как он не похож на демона! Добрый, наивный и отзывчивый мальчик не обладает и сотой долей коварства и свирепости, присущих этому племени. Повелитель демонов поручает своему приспешнику по имени Темный (Eclipse) воспитать Рэнефа в соответствии со всеми требованиями демонического этикета. Мальчик и старик отправляются в путешествие, в ходе которого Рэнефу следует познать свою истинную природу. Вскоре к ним присоединяются рыцарь из мира людей и посланный богами священник. Четырем странникам предстоит пережить немало приключений и опасностей, повидать немало дивных мест и познакомиться с удивительными существами из разных миров. Чтобы полученные знания не пропали даром, Рэнеф заносит мельчайшие подробности своего путешествия в тетрадку, которую он для солидности озаглавил «Дневник демона»."
"Манга Бейблэйд. Горячий Металл, том 1",290,Бейблэйд,Такафуми Адати,"боевые игрушки,приключения","мягкий переплет, 176 страниц",Фабрика Комиксов,
Манга Охота за пальцем,,Охота за пальцем,"Ямада Юсукэ,Аямура Кирихито","мистика,ужасы","мягкий переплет, 208 страниц",Фабрика Комиксов,"Япония. Наши дни. Детская игра. В заброшенном особняке нужно найти палец убитой здесь некогда девушки. Если найдешь, исполнится любое твое желание. Во время поисков к тебе могут подойти сзади и дважды хлопнуть по плечу. Но оборачиваться ни в коем случае нельзя! Запомнил правила? Игра начинается!"
"Манга Один прекрасный день, том 1",320,Один прекрасный день,Сириэль,"кодомо,сёдзё","мягкий переплет, 176 страниц",Фабрика Комиксов,"Когда под одной крышей собираются рассеянный щенок, дожделюбивый кот, прожорливая мышка и начинающий волшебник, каждый день превращается в опасное и веселое приключение. Что бы не затевали друзья — пикник, вечеринку или обычную стряпню, — они творят вокруг себя хаос и веселье. А такое волшебство под силу только самому мудрому и могучему волшебнику, имя которому — дружба."
"Манга Дневник демона, том 7",320,Дневник демона,"Ли Джи Хён,Ли Юнхи","фэнтези,комедия","мягкий переплет, 176 страниц",Фабрика Комиксов,"Боги и демоны ведут бесконечную войну друг с другом, избрав для поля боя царство смертных. Как это часто бывает со всеми долгими войнами, никто из противников уже не помнит причины конфликта и бросается в бой, движимый лишь слепой яростью. Единственной надеждой гибнущего мира является пророчество, согласно которому в один из дней явится избранный и восстановит былое согласие между нынешними врагами. Избранником судьбы становится юный Рэнеф (Raenef) — но как он не похож на демона! Добрый, наивный и отзывчивый мальчик не обладает и сотой долей коварства и свирепости, присущих этому племени. Повелитель демонов поручает своему приспешнику по имени Темный (Eclipse) воспитать Рэнефа в соответствии со всеми требованиями демонического этикета. Мальчик и старик отправляются в путешествие, в ходе которого Рэнефу следует познать свою истинную природу. Вскоре к ним присоединяются рыцарь из мира людей и посланный богами священник. Четырем странникам предстоит пережить немало приключений и опасностей, повидать немало дивных мест и познакомиться с удивительными существами из разных миров. Чтобы полученные знания не пропали даром, Рэнеф заносит мельчайшие подробности своего путешествия в тетрадку, которую он для солидности озаглавил «Дневник демона»."
"Манга Один прекрасный день, том 2",320,Один прекрасный день,Сириэль,"кодомо,сёдзё","твердый переплет, 176 страниц",Фабрика Комиксов,"Когда под одной крышей собираются рассеянный щенок, дожделюбивый кот, прожорливая мышка и начинающий волшебник, каждый день превращается в опасное и веселое приключение. Что бы не затевали друзья — пикник, вечеринку или обычную стряпню, — они творят вокруг себя хаос и веселье. А такое волшебство под силу только самому мудрому и могучему волшебнику, имя которому — дружба."
"Манга Номер один, том 6",320,Номер один,Никки Ли,"комедия,сёдзё","мягкий переплет, 176 страниц",Фабрика Комиксов,"Шестнадцатилетняя Тэн Лили — дочь трагически погибшей тайваньской супермодели. Несмотря на все уговоры работающей в модельном бизнесе тети, юная девушка не собирается идти по маминым стопам. Но однажды в журнале «GQ» Лили случайно видит поразившее ее фото Ангуса Лэнсона — самого известного в мире из мужчин-моделей. Это круто меняет ее планы и мечты. Теперь она хочет лишь одного: попасть в мир высокой моды, чтобы стать ближе к своему кумиру, у которого, кстати, имеется таинственный брат-близнец."
Манга Голограф на Радужном поле,400,Голограф на Радужном поле,Асано Инио,драма,"мягкий переплет, 296 страниц",Фабрика Комиксов,"Радужное поле — это место, где пересекается прошлое и настоящее нескольких ребят-одноклассников. Детские страшилки, монстр, живущий в тоннеле, семейные секреты, необычно большая популяция бабочек — все эти отдельные ниточки переплетаются в едином узоре Апокалипсиса Новой Эры."
"Манга Принцесса Рыцарь, том 2",350,Принцесса Рыцарь,Осаму Тэдзука,сёдзё,"мягкий переплет, 210 страниц",Фабрика Комиксов,"На небесах происходит священное таинство: Господь раздает сердца детям, которые должны родиться завтра. Обладателям голубого сердца предстоит стать храбрыми мальчиками, а получившим розовое сердце — добрыми девочками. Но планы Всевышнего нарушает шаловливый ангел Цинк. Из-за его проказ у долгожданного ребенка королевской четы серебряного королевства оказывается сразу два сердца — мужское и женское, и теперь принцессу Сапфир приходится воспитывать как принца."
"Манга Небесный десант, том 6",310,Небесный десант,Ю Хён,"приключения,фэнтези","мягкий переплет, 194 страницы",Фабрика Комиксов,"Чегаль Лян, типичный второгодник, юноша без царя в голове, но зато и без кукиша в кармане, спасает загадочного прощелыгу по прозвищу Весельчак от преследующего его полицейского патруля. Весельчак, который на поверку оказывается вестником богов небесного королевства со звучным названием Авалон (не путать с одноименным островом из кельтской мифологии, расположенным не на небесах, а посреди земного океана; сочинитель манги употребил существующее название, бессовестно воспользовавшись тем юридическим фактом, что во времена друидов не существовало авторских прав). В благодарность за соучастие Весельчак дает Ляну возможность подглядеть за купанием трех юных фей в феерической (в буквальном смысле слова) бане, где герой из чисто мальчишеского озорства пытается украсть волшебное одеяние у феи по имени Фанта и по неосторожности отрывает от наряда кусок ткани, в результате чего возвращение феи на ее небесную родину становится невозможным. Несчастная Фанта отныне вынуждена прозябать в убогом мире людей, где она поначалу чувствует себя, словно медуза, вынесенная приливом на горячий песок Аравийской пустыни, но со временем осваивается и начинает вести себя, как нормальная современная школьница, т.е. дерзко, порой даже нагло и... вызывающе эротично. В довершение всего на Землю прибывает злючая-презлючая фея Медея, сестра авалонского премьер-министра Харона, и устраивает героям всяческие пакости, без чего она просто не мыслит своего существования. По ходу развития событий возникает тема так называемых роковых сближений (они же — опасные сближения, они же — опасные связи). Какова истинная природа этих сближений, и чем они так опасны, и к чему они приведут — этого пока еще толком не знает даже сам автор серии, но он обязательно что-нибудь придумает."
"Манга У меня мало друзей, том 11",380,У меня мало друзей,"Итати,Хирасака Ёми","комедия,школа,этти","мягкий переплет, суперобложка, 202 страницы, цветные иллюстрации",XL Media,"Школьный фестиваль неумолимо приближается, а члены Клуба соседей всё ещё не решили, чем они будут там заниматься, и в панике перебирают всевозможные варианты. Случайно они узнают, что класс, в котором учится Кобато, младшая сестра Кодаки, будет снимать фильм, и решают сделать то же самое. Но перед тем, как начать съёмки, надо сначала придумать и написать сценарий, а также распределить роли. А это, как выяснилось, не так просто, как кажется!"
"Манга Принцесса Рыцарь, том 3",350,Принцесса Рыцарь,Осаму Тэдзука,сёдзё,"мягкий переплет, 256 страниц",Фабрика Комиксов,"На небесах происходит священное таинство: Господь раздает сердца детям, которые должны родиться завтра. Обладателям голубого сердца предстоит стать храбрыми мальчиками, а получившим розовое сердце — добрыми девочками. Но планы Всевышнего нарушает шаловливый ангел Цинк. Из-за его проказ у долгожданного ребенка королевской четы серебряного королевства оказывается сразу два сердца — мужское и женское, и теперь принцессу Сапфир приходится воспитывать как принца."
"Манга Железный миротворец, том 2",310,Железный миротворец,Nanae Chrono,"боевик,приключения","мягкий переплет, 224 страницы",Фабрика Комиксов,"15 летний Тэцу Итимура вступает в самурайский полк, созданный для охраны порядка в Киото, мечтает стать сильным и отомстить убийцам своих родителей."
"Манга Номер один, том 5",320,Номер один,Никки Ли,"сёдзё,комедия","мягкий переплет, 176 страниц",Фабрика Комиксов,"Шестнадцатилетняя Тэн Лили — дочь трагически погибшей тайваньской супермодели. Несмотря на все уговоры работающей в модельном бизнесе тети, юная девушка не собирается идти по маминым стопам. Но однажды в журнале «GQ» Лили случайно видит поразившее ее фото Ангуса Лэнсона — самого известного в мире из мужчин-моделей. Это круто меняет ее планы и мечты. Теперь она хочет лишь одного: попасть в мир высокой моды, чтобы стать ближе к своему кумиру, у которого, кстати, имеется таинственный брат-близнец."
"Манга Принцесса Рыцарь, том 1",350,Принцесса Рыцарь,Осаму Тэдзука,сёдзё,"мягкий переплет, 228 страниц",Фабрика Комиксов,"На небесах происходит священное таинство: Господь раздает сердца детям, которые должны родиться завтра. Обладателям голубого сердца предстоит стать храбрыми мальчиками, а получившим розовое сердце — добрыми девочками. Но планы Всевышнего нарушает шаловливый ангел Цинк. Из-за его проказ у долгожданного ребенка королевской четы серебряного королевства оказывается сразу два сердца — мужское и женское, и теперь принцессу Сапфир приходится воспитывать как принца."
"Манга Дисбаланс, том 1",310,Дисбаланс,"Дал Ён Лим,Су Хён Ли","комедия,школа","мягкий переплет, 196 страниц",Фабрика Комиксов,"Вернуть потерянный кошелек — благородное дело, но только не в том случае, когда в нем не хватает половины денег. Именно такая история приключилась со старшеклассником Джин Хо Мёном, который позаимствовал 7 тысяч вон из кошелька, потерянного прекрасной девушкой. Последняя согласилась считать эту сумму ссудой, и, возможно, на этом все бы и кончилось, однако судьба сыграла с Джин Хо злую шутку — придя на следующий день в школу, молодой человек узнал в давешней незнакомке свою новую классную руководительницу! Прекрасная, но холодная и высокомерная Хэ Ён тут же возненавидела своего вспыльчивого и, как ей казалось, жуликоватого ученика, однако, как это часто бывает, рядом с ненавистью нашлось место и любви..."
"Манга Дисбаланс, том 3",310,Дисбаланс,"Дал Ён Лим,Су Хён Ли","комедия,школа","мягкий переплет, 208 страниц",Фабрика Комиксов,"Вернуть потерянный кошелек — благородное дело, но только не в том случае, когда в нем не хватает половины денег. Именно такая история приключилась со старшеклассником Джин Хо Мёном, который позаимствовал 7 тысяч вон из кошелька, потерянного прекрасной девушкой. Последняя согласилась считать эту сумму ссудой, и, возможно, на этом все бы и кончилось, однако судьба сыграла с Джин Хо злую шутку — придя на следующий день в школу, молодой человек узнал в давешней незнакомке свою новую классную руководительницу! Прекрасная, но холодная и высокомерная Хэ Ён тут же возненавидела своего вспыльчивого и, как ей казалось, жуликоватого ученика, однако, как это часто бывает, рядом с ненавистью нашлось место и любви..."
"Манга Дисбаланс, том 4",310,Дисбаланс,"Дал Ён Лим,Су Хён Ли","комедия,школа","мягкий переплет, 208 страниц",Фабрика Комиксов,"Вернуть потерянный кошелек — благородное дело, но только не в том случае, когда в нем не хватает половины денег. Именно такая история приключилась со старшеклассником Джин Хо Мёном, который позаимствовал 7 тысяч вон из кошелька, потерянного прекрасной девушкой. Последняя согласилась считать эту сумму ссудой, и, возможно, на этом все бы и кончилось, однако судьба сыграла с Джин Хо злую шутку — придя на следующий день в школу, молодой человек узнал в давешней незнакомке свою новую классную руководительницу! Прекрасная, но холодная и высокомерная Хэ Ён тут же возненавидела своего вспыльчивого и, как ей казалось, жуликоватого ученика, однако, как это часто бывает, рядом с ненавистью нашлось место и любви..."
"Манга Дисбаланс, том 2",310,Дисбаланс,"Дал Ён Лим,Су Хён Ли","комедия,школа","мягкий переплет, 196 страниц",Фабрика Комиксов,"Вернуть потерянный кошелек — благородное дело, но только не в том случае, когда в нем не хватает половины денег. Именно такая история приключилась со старшеклассником Джин Хо Мёном, который позаимствовал 7 тысяч вон из кошелька, потерянного прекрасной девушкой. Последняя согласилась считать эту сумму ссудой, и, возможно, на этом все бы и кончилось, однако судьба сыграла с Джин Хо злую шутку — придя на следующий день в школу, молодой человек узнал в давешней незнакомке свою новую классную руководительницу! Прекрасная, но холодная и высокомерная Хэ Ён тут же возненавидела своего вспыльчивого и, как ей казалось, жуликоватого ученика, однако, как это часто бывает, рядом с ненавистью нашлось место и любви..."
"Манга Без игры жизни нет, том 1",400,Без игры жизни нет,"Камия Ю,Хиираги Масиро","романтика,сэйнэн,приключения,комедия,фэнтези","мягкий переплет, суперобложка, 158 страниц, цветные иллюстрации",XL Media,"18-летний Сора и 11-летняя Сиро — сводные брат и сестра, затворники, не очень-то ладящие с реальным миром, который они считают не более чем «отстойной игрой». Зато они прославились на весь интернет благодаря своему мастерству в играх. И вот однажды незнакомец, представившийся богом, предлагает им отправиться в другой, правильный и логичный мир, где все конфликты решаются с помощью игр..."
"Манга Врата;Штейна, том 3",380,Врата;Штейна,"Сарати Ёми,5pb x Nitroplus","комедия,приключения,фантастика","мягкий переплет, суперобложка, цветные иллюстрации, 180 страниц",XL Media,"Окабэ продолжает раз за разом отправляться в прошлое, чтобы спасти жизнь Маюри. Но если ему удастся сделать это и вернуться в изначальную временную линию, то вместо Маюри погибнет Курису Макисэ. Окабэ приходится выбирать, кем пожертвовать..."
Манга Мой маленький принц,600,Мой маленький принц,Изуми Арика,"фантастика,приключения",258 страниц,Фабрика комиксов,
"Манга Дисбаланс, том 6",310,Дисбаланс,"Дал Ён Лим,Су Хён Ли","комедия,школа","мягкий переплет, 208 страниц",Фабрика Комиксов,"Вернуть потерянный кошелек — благородное дело, но только не в том случае, когда в нем не хватает половины денег. Именно такая история приключилась со старшеклассником Джин Хо Мёном, который позаимствовал 7 тысяч вон из кошелька, потерянного прекрасной девушкой. Последняя согласилась считать эту сумму ссудой, и, возможно, на этом все бы и кончилось, однако судьба сыграла с Джин Хо злую шутку — придя на следующий день в школу, молодой человек узнал в давешней незнакомке свою новую классную руководительницу! Прекрасная, но холодная и высокомерная Хэ Ён тут же возненавидела своего вспыльчивого и, как ей казалось, жуликоватого ученика, однако, как это часто бывает, рядом с ненавистью нашлось место и любви..."
"Манга One, том 4",350,One,Вин Ли,"комедия,романтика","мягкий переплет, 192 страницы",Фабрика комиксов,"Добро пожаловать школу «Дэвон», более известную как «школа попсы»! Свою репутацию это учебное заведение получило неспроста — среди учеников полным-полно звезд эстрады, чьи песни не сходят с верхних строчек хит-парадов. Привычное течение школьной жизни нарушает появление нового студента — замкнутого и стеснительного, но необычыйно одаренного Юмпа Вана. На юного гения обращает пристальное внимание поп-дива Дженни Ю, но сам Юмпа отдает предпочтение ничем не примечательной старосте класса Ёнджу. Отношения между «сторонами» этого любовного треугольника накаляются еще больше после того, как учитель музыки Вуджей Ха выдал написанную Юмпой композицию за свою. Юмпа пытается доказать свое авторство и стать полноправным членом музыкального Олимпа, однако при этом не понимает, что всех сладкоголосых певчих птичек в итоге ждет клетка, пусть даже и золотая."
"Манга Характеры-хранители, том 3",450,Характеры-хранители,Пич-Пит,"махо-сёдзё,романтика,школа,приключения,гендерная интрига,комедия,драма,сёдзё","мягкий переплет, 200 страниц",РосМанга,"Все знают, что Аму Хинамори — самая крутая и модная девчонка в школе! Никто и не догадывается, что на самом деле она совсем другая. Однажды она попросила своего ангела-хранителя сделать её такой, какой ей самой хочется. А утром она нашла в своей кровати три яйца, из которых вылупились её новые характеры!"
"Манга Дисбаланс, том 5",310,Дисбаланс,"Дал Ён Лим,Су Хён Ли","комедия,школа","мягкий переплет, 208 страниц",Фабрика Комиксов,"Вернуть потерянный кошелек — благородное дело, но только не в том случае, когда в нем не хватает половины денег. Именно такая история приключилась со старшеклассником Джин Хо Мёном, который позаимствовал 7 тысяч вон из кошелька, потерянного прекрасной девушкой. Последняя согласилась считать эту сумму ссудой, и, возможно, на этом все бы и кончилось, однако судьба сыграла с Джин Хо злую шутку — придя на следующий день в школу, молодой человек узнал в давешней незнакомке свою новую классную руководительницу! Прекрасная, но холодная и высокомерная Хэ Ён тут же возненавидела своего вспыльчивого и, как ей казалось, жуликоватого ученика, однако, как это часто бывает, рядом с ненавистью нашлось место и любви..."
"Манга Любовь онлайн, том 10",310,Любовь онлайн,Чжан Боци,"комедия,сёнэн","мягкий переплет, 176 страниц",Фабрика Комиксов,"У Ван Ипина по прозвищу Эрик нет подружки, хотя он и мечтает о романтических отношениях. Встретить подходящую девушку сложно, особенно если ты не очень ловок в общении с противоположным полом и совершенно не представляешь себе, как можно хотя бы познакомиться. Все меняется в тот день, когда друг советует Эрику попытать счастья в интернете."
"Манга У меня мало друзей, том 12",380,У меня мало друзей,"Итати,Хирасака Ёми",,"мягкий переплет, 170 страниц, суперобложка, цветные иллюстрации",XL Media,"Издание содержит цветные странички и супер обложку. Одна из цветных страничек раскладывается в плакат.,Клуб соседей продолжает снимать фильм для школьного фестиваля. И, казалось бы, все идет неплохо, но тут Кодаке попадает в руки не слишком известный фильм «Солнце над холмом», сюжет которого до странности напоминает на- писанный Ёдзорой сценарий. Беда, как известно, не приходит одна: Кодака узнает, что его отец, даже не поинтересовавшись мнением сына, нашел для него невесту..."
"Манга Номер один, том 7",320,Номер один,Никки Ли,"комедия,сёдзё","мягкий переплет, 176 страниц",Фабрика комиксов,"Шестнадцатилетняя Тэн Лили — дочь трагически погибшей тайваньской супермодели. Несмотря на все уговоры работающей в модельном бизнесе тети, юная девушка не собирается идти по маминым стопам. Но однажды в журнале «GQ» Лили случайно видит поразившее ее фото Ангуса Лэнсона — самого известного в мире из мужчин-моделей. Это круто меняет ее планы и мечты. Теперь она хочет лишь одного: попасть в мир высокой моды, чтобы стать ближе к своему кумиру, у которого, кстати, имеется таинственный брат-близнец."
"Манга Дисбаланс, том 7",310,Дисбаланс,"Дал Ён Лим,Су Хён Ли","комедия,школа","мягкий переплет, 208 страниц",Фабрика Комиксов,"Вернуть потерянный кошелек — благородное дело, но только не в том случае, когда в нем не хватает половины денег. Именно такая история приключилась со старшеклассником Джин Хо Мёном, который позаимствовал 7 тысяч вон из кошелька, потерянного прекрасной девушкой. Последняя согласилась считать эту сумму ссудой, и, возможно, на этом все бы и кончилось, однако судьба сыграла с Джин Хо злую шутку — придя на следующий день в школу, молодой человек узнал в давешней незнакомке свою новую классную руководительницу! Прекрасная, но холодная и высокомерная Хэ Ён тут же возненавидела своего вспыльчивого и, как ей казалось, жуликоватого ученика, однако, как это часто бывает, рядом с ненавистью нашлось место и любви..."
"Манга Книга снов, том 1",350,Книга снов,"Лим Эджу,Лим Чинджу","фэнтези,приключения","мягкий переплет, 192 страницы",Фабрика комиксов,"Школьница Лин Сону завладевает Яйцом Феникса или Камнем Паньгу, в котором заключена вселенская энергия."
"Манга У меня мало друзей, том 13",380,У меня мало друзей,"Итати,Хирасака Ёми","комедия,романтика,школа,этти","мягкий переплет, 182 страницы, цветные иллюстрации, суперобложка",XL Media,"В Академии Святой Хроники наконец-то начинается школьный фестиваль! В первый день проходят спортивные соревнования, культурные мероприятия назначены на второй, и Клуб Соседей с нетерпением ждет возможности показать свой фильм. Однако в последний момент возникает непредвиденная проблема... , Тем временем Юса Аой из школьного совета, считающая себя соперницей Сэны, совершает налет на клубную комнату, стремясь разоблачить секреты Клуба Соседей. А тут ещё как гром среди ясного неба — неожиданное заявление от Сэны..."
"Манга Железный миротворец, том 3",350,Железный миротворец,Nanae Chrono,"боевик,приключения","мягкий переплет, 184 страницы",Фабрика комиксов,"15 летний Тэцу Итимура вступает в самурайский полк, созданный для охраны порядка в Киото, мечтает стать сильным и отомстить убийцам своих родителей."
"Манга Восхождение Героя Щита, том 1",380,Восхождение Героя Щита,"Кю Айя,Юсаги Анэко","приключения,романтика,сёнэн,фэнтези","мягкий переплет, 166 страниц, цветные иллюстрации, суперобложка",XL Media,"Иватани Наофуми — типичный отаку, которого нагло призывают в другой мир и просят спасти мир, попутно став одним из четырех героев, «Героем Щита». Недолго ломаясь, он все-таки решается пойти и спасти мир. И все бы ничего, если бы парня не ограбили на третий день, да еще и в изнасиловании обвинили... Ограбленный и униженный перед обществом, Наофуми решает найти обидчиков и задать им жару. , Помогать с этим ему будет девушка из расы енотолюдей, которую он выкупил у работорговца... Неужели после такой катастрофы на его жизненном пути именно она-то, в чём он так нуждается?! Потрясающая история о том , как парень выбирается из пучины отчаяния!"
"Манга Джек Фрост, том 5",350,Джек Фрост,"Ко Джинхо,Jin-Ho KO","драма,мистика","мягкий переплет, 192 страницы",Фабрика комиксов,"Нет ничего хорошего, когда тебя переводят в другую школу помимо твоей воли. Но жизнь Джу Ноа, попавшей в таинственный город Амитивилль, превращается в настоящий кошмар. За ее головой охотятся вампиры..."
"Манга Волчица и пряности, том 12",450,Волчица и пряности,"Кэйто Коумэ,Исуна Хасэкура",,"мягкий переплет, суперобложка, цветные иллюстрации, 162 страницы",Истари комикс,"Долгое путешествие Лоуренса и Холо в поисках Йойса подходит к концу. Заглянув в Ренос, Лоуренс случайно сталкивается с торговцем по имени Ле Руа и пытается узнать у него о книге по горному делу, содержимое которой грозит Йойсу бедой..."
"Манга Куклы, том 5",350,Куклы,"Naked Ape,Саки Отоо,Накамура Томоми","детектив,мистика,триллер","192 страницы, мягкий переплет",Фабрика комиксов,"Столицу Третьей империи Тоуто захлестнула волна преступности. Желая ускорить процесс исполнения приговоров, правительство приняло «Закон об эффективности судебной системы», согласно которому суды получили право выносить смертные приговоры в отсутствии обвиняемых. Сотрудники Особого отдела по исполнению высшей меры наказания должны были самостоятельно разыскивать преступников и немедленно приводить приговор в исполнение. За беспрекословное подчинение букве закона и неслыханную жестокость их прозвали «куклами». (Комментарий авторов: Здравствуйте! Добро пожаловать в мир нашей фантазии! В этой манге много пистолетов, военной формы, заброшенных зданий и всего того, что считается традиционным в подобных сюжетах.)"
